NAME,geoid,DR_COUNT,EM_COUNT,ihProgramDeclared,paProgramDeclared,femaDeclarationString_EM,femaDeclarationString_DR,POPUNI_23,PRED0_E_23,PRED0_M_23,PRED0_PE_23,PRED0_PM_23,PRED12_E_23,PRED12_M_23,PRED12_PE_23,PRED12_PM_23,PRED3_E_23,PRED3_M_23,PRED3_PE_23,PRED3_PM_23,COAST_CTY,PCT3_23,PCT3_LB_23,PCT3_UB_23,PCT3_ST_23,PCT3_ST_LB_23,PCT3_ST_UB_23,HRCN_PCT3_23,HRCN_PCT3_LB_23,HRCN_PCT3_UB_23,POPESTIMATE2024,Total_Pop_E_23,Total_Pop_M_23,HSE_Units_E_23,HSE_Units_M_23,HSE_Occ_E_23,HSE_Occ_M_23,HSE_Occ_PE_23,HSE_Occ_PM_23,Own_E_23,Own_M_23,Own_PE_23,Own_PM_23,Rent_E_23,Rent_M_23,Rent_PE_23,Rent_PM_23,DEP_Ratio_E_23,DEP_Ratio_M_23,HHLD_SSI_E_23,HHLD_SSI_M_23,HHLD_SSI_PE_23,HHLD_SSI_PM_23,HHLD_Cash_Assist_E_23,HHLD_Cash_Assist_M_23,HHLD_Cash_Assist_PE_23,HHLD_Cash_Assist_PM_23,HHLD_SNAP_E_23,HHLD_SNAP_M_23,HHLD_SNAP_PE_23,HHLD_SNAP_PM_23,HHLD_ASSIST_or_SNAP_PE_23,HHLD_ASSIST_or_SNAP_PM_23,Under_18_E_23,Under_18_M_23,Under_18_PE_23,Under_18_PM_23,65_plus_E_23,65_plus_M_23,65_plus_PE_23,65_plus_PM_23,Disability_E_23,Disability_M_23,Disability_PE_23,Disability_PM_23,ENG_LVW_E_23,ENG_LVW_M_23,ENG_LVW_PE_23,ENG_LVW_PM_23,RURAL_POP_DEC_2020,TOTAL_POP_DEC_2020,HOUSEHOLDS_DEC_2020,MULTIGEN_DEC_2020,ALAND,RURAL_POP_P_DEC_2020,MULTIGEN_P_DEC_2020,POP_DENSITY_DEC_2020,RURAL_POP_PF_DEC_2020,SAEMHI_PT_23,SAEMHI_MOE_23,SAEPOVALL_PT_23,SAEPOVALL_MOE_23,SAEPOVRTALL_PT_23,SAEPOVRTALL_MOE_23,SAEPOVU_ALL_23,UNEMP_PE_M01_24,UNEMP_M01_24,LABOR_FORCE_M01_24,UNEMP_PE_M02_24,UNEMP_M02_24,LABOR_FORCE_M02_24,UNEMP_PE_M03_24,UNEMP_M03_24,LABOR_FORCE_M03_24,UNEMP_PE_M04_24,UNEMP_M04_24,LABOR_FORCE_M04_24,UNEMP_PE_M05_24,UNEMP_M05_24,LABOR_FORCE_M05_24,UNEMP_PE_M06_24,UNEMP_M06_24,LABOR_FORCE_M06_24,UNEMP_PE_M07_24,UNEMP_M07_24,LABOR_FORCE_M07_24,UNEMP_PE_M08_24,UNEMP_M08_24,LABOR_FORCE_M08_24,UNEMP_PE_M09_24,UNEMP_M09_24,LABOR_FORCE_M09_24,UNEMP_PE_M10_24,UNEMP_M10_24,LABOR_FORCE_M10_24,UNEMP_PE_M11_24,UNEMP_M11_24,LABOR_FORCE_M11_24,UNEMP_PE_M12_24,UNEMP_M12_24,LABOR_FORCE_M12_24,UNEMP_PE_M01_25,UNEMP_M01_25,LABOR_FORCE_M01_25,UNEMP_PE_M02_25,UNEMP_M02_25,LABOR_FORCE_M02_25,UNEMP_PE_M03_25,UNEMP_M03_25,LABOR_FORCE_M03_25,UNEMP_PE_M04_25,UNEMP_M04_25,LABOR_FORCE_M04_25,UNEMP_PE_M05_25,UNEMP_M05_25,LABOR_FORCE_M05_25,UNEMP_PE_M06_25,UNEMP_M06_25,LABOR_FORCE_M06_25,HSE_Occ_PF_23,Own_PF_23,Rent_PF_23,PRED0_PF_23,PRED12_PF_23,PRED3_PF_23,DEP_Ratio_F_23,HHLD_SSI_PF_23,HHLD_Cash_Assist_PF_23,HHLD_SNAP_PF_23,HHLD_ASSIST_or_SNAP_PF_23,Under_18_PF_23,65_plus_PF_23,Disability_PF_23,ENG_LVW_PF_23,MAX_OUTAGE,total_customers,Run Start Time,MAX_OUTAGE_RUN_START_TIME,MAX_PERCENTAGE_OUT,Wind_Swath_Mode,Wind_Swath_Max,totPrecip,femaDeclarationString_IA,incidentType,disasterNumber,damagedStateAbbreviation,utilitiesOut,accessFunctionalNeeds,destroyed,validReg,ihpReferral,haReferral,onaReferral,ihpEligible,haEligible,onaEligible,habitabilityRepairsRequired,haMax,ihOwners,haEligibleOwners,onaEligibleOwners,haMaxOwners,validReg_Prop,haEligible_Prop,onaEligible_Prop,ihOwners_P,haEligible_Owners_P,onaEligible_Owners_P,haMax_Owners_P
"Macon County, Tennessee",47111,0,0,0,0,None,None,26664,9343,1590,35.04,5.96,10592,1652,39.72,6.2,6729,1380,25.24,5.18,No,69.55,34.82,87.62,64.2,23.16,89.46,-888888888,-888888888,-888888888,27189,25793,-555555555,10845,24,9200,284,84.8,2.6,6610,309,71.8,3.1,2590,313,28.2,3.1,67.6,0.7,623,159,6.8,1.8,227,147,2.5,1.6,1459,307,15.9,3.3,16.2,3.3,6452,25,25,0.1,3950,58,15.3,0.2,3892,517,15.3,2,588,194,2.4,0.8,19042,25216,9679,420,795498343,75.5,4.3,82.1,2,57496,6497,4279,834,16.2,3.2,26396,2.5,333,13290,2.4,313,13305,2.4,322,13239,2.3,300,13216,2.5,329,13193,3.3,449,13476,3.3,443,13347,3.1,409,13258,3,399,13251,3,396,13322,3.1,412,13486,2.9,397,13583,3,411,13491,2.8,374,13428,2.8,374,13508,2.5,334,13582,2.9,392,13571,3.7,506,13718,-1,1,-1,0,0,0,1,0,0,1,1,1,-1,1,-1,877,13224,2024-10-04 22:00:00+00:00,2024-10-04 22:00:00+00:00,6.6,34,34,5.4,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Madison County, Tennessee",47113,0,0,0,0,None,None,95701,32607,3990,34.07,4.17,38868,4250,40.61,4.44,24226,3713,25.31,3.88,No,70.03,43.86,84.31,66.31,30.52,85.25,-888888888,-888888888,-888888888,100409,98845,-555555555,43919,62,39534,511,90,1.2,24705,746,62.5,1.8,14829,746,37.5,1.8,66.9,0.2,3522,407,8.9,1.1,521,201,1.3,0.5,6496,739,16.4,1.8,17,1.8,22249,-555555555,22.5,-555555555,17363,84,17.6,0.1,16183,1086,16.6,1.1,2247,471,2.4,0.5,26014,98823,39515,1735,1443073933,26.3,4.4,177.36,1,60663,6115,17629,2338,18.6,2.5,94841,3.6,1566,43259,3.4,1476,43465,3.5,1531,43813,3.1,1376,43791,3.4,1477,43808,4.3,1926,44344,4.4,1966,44338,4.4,1930,43886,4.1,1817,43907,4.2,1853,44133,4.2,1848,44033,4.1,1797,44025,4.4,1929,44112,3.9,1731,44116,3.8,1696,44559,3.2,1452,44825,3.8,1690,44816,4.6,2088,44905,0,-1,1,0,0,1,1,1,-1,1,1,1,1,1,-1,413,61994,2024-09-26 19:15:00+00:00,2024-09-26 19:15:00+00:00,0.7,-888888888,-888888888,2.3,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Marion County, Tennessee",47115,0,0,0,0,None,None,29342,9437,1355,32.16,4.62,12828,1428,43.72,4.87,7077,1244,24.12,4.24,No,62.65,33.62,81.48,47.36,22.1,82.1,-888888888,-888888888,-888888888,29826,29010,-555555555,13837,34,11529,378,83.3,2.7,9199,332,79.8,2.8,2330,358,20.2,2.8,70,1.2,883,267,7.7,2.2,157,77,1.4,0.7,1718,323,14.9,2.6,15.4,2.6,6007,40,20.7,0.1,5939,108,20.5,0.4,5695,535,19.8,1.9,170,139,0.6,0.5,26341,28837,11786,561,1300637113,91.3,4.8,57.42,2,57109,6166,4405,844,15.1,2.9,29151,4,486,12226,3.5,425,12275,3.3,407,12324,3,372,12367,3.4,419,12353,4.6,576,12565,4.8,604,12670,4.1,515,12440,4,493,12405,4.1,517,12483,4.2,526,12448,4.2,524,12468,4.6,571,12467,4.1,510,12468,3.8,477,12547,3.3,416,12602,3.9,490,12564,4.9,614,12651,-1,1,-1,0,0,0,1,1,-1,1,0,-1,1,1,-1,606,17026,2024-09-26 15:00:00+00:00,2024-09-26 15:00:00+00:00,3.6,34,34,5.1,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Marshall County, Tennessee",47117,0,0,0,0,None,None,36915,14906,1943,40.38,5.26,16135,1971,43.71,5.34,5874,1580,15.91,4.28,No,8.21,1.97,35.56,3.16,1.05,23.16,-888888888,-888888888,-888888888,37847,35276,-555555555,14521,77,13268,316,91.4,2.1,10275,419,77.4,2.8,2993,380,22.6,2.8,66.1,1.2,703,227,5.3,1.7,138,86,1,0.6,839,191,6.3,1.5,6.4,1.4,8263,-555555555,23.4,-555555555,5772,153,16.4,0.4,3947,528,11.3,1.5,744,297,2.2,0.9,22384,34318,13279,634,972442312,65.2,4.8,91.4,2,73770,5267,3917,752,10.7,2.1,36576,3.1,507,16232,3,485,16231,3,488,16308,2.8,451,16264,3,487,16274,3.8,616,16364,5.2,863,16666,3.6,600,16503,3.5,577,16464,3.5,583,16541,3.6,601,16544,3.5,584,16678,3.6,605,16662,4.8,812,16854,3.1,517,16663,2.9,486,16775,3.2,543,16729,3.9,655,16639,0,1,-1,1,0,-1,1,0,-1,-1,-1,1,0,-1,-1,712,18335,2024-09-27 12:00:00+00:00,2024-09-27 12:00:00+00:00,3.9,-888888888,-888888888,2.4,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Maury County, Tennessee",47119,0,0,0,0,None,None,110383,41291,4402,37.41,3.99,48510,4542,43.95,4.11,20582,3771,18.65,3.42,No,22.25,9.29,48.37,12.63,4.21,35.79,-888888888,-888888888,-888888888,113411,104855,-555555555,44841,101,41260,493,92,1.1,29410,860,71.3,1.9,11850,823,28.7,1.9,66.5,0.5,2151,403,5.2,1,1032,357,2.5,0.9,3032,463,7.3,1.1,7.9,1.2,24275,-555555555,23.2,-555555555,17604,193,16.8,0.2,11968,840,11.5,0.8,1584,433,1.6,0.4,37847,100974,39987,1671,1587876683,37.5,4.2,164.7,1,74164,5705,11685,1901,10.7,1.7,109246,2.7,1557,57158,2.5,1432,57391,2.5,1478,58078,2.4,1373,58064,2.5,1460,58097,3.3,1926,58920,5.3,3147,59867,3.2,1866,58320,3.1,1805,58343,3.1,1822,58446,3.2,1845,58296,3.1,1803,58462,3.3,1912,58350,5.4,3248,59965,2.9,1702,59145,2.6,1534,59674,2.8,1694,59501,3.4,2041,59801,1,1,-1,0,0,0,1,0,0,-1,-1,1,0,-1,-1,1727,56420,2024-09-27 19:00:00+00:00,2024-09-27 19:00:00+00:00,3.1,-888888888,-888888888,3.5,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Meigs County, Tennessee",47121,0,0,0,0,None,None,13628,3860,903,28.32,6.63,6066,946,44.51,6.94,3702,815,27.16,5.98,No,79.25,42.23,93.09,78.94,29.47,95.78,-888888888,-888888888,-888888888,13937,13076,-555555555,6164,23,5279,241,85.6,3.9,4062,253,76.9,3.4,1217,193,23.1,3.4,71.6,2.1,341,100,6.5,2,72,54,1.4,1,932,180,17.7,3.3,17.7,3.3,2670,83,20.4,0.6,2786,48,21.3,0.4,2661,293,20.5,2.3,28,51,0.2,0.4,12758,12758,5058,313,505397668,100,6.2,65.38,3,56161,6941,2116,468,15.6,3.5,13533,5.6,258,4619,4.7,216,4588,4.9,226,4617,4.1,188,4609,4.4,204,4622,5.6,259,4632,5.7,267,4644,5.5,255,4599,4.9,226,4616,4.9,228,4631,5.1,237,4640,5.2,242,4631,5.8,268,4659,5.2,243,4659,4.8,225,4678,4,186,4641,4.6,216,4702,5.9,274,4669,-1,1,-1,0,0,1,1,0,-1,1,1,-1,1,1,-1,113,7634,2024-09-27 10:30:00+00:00,2024-09-27 10:30:00+00:00,1.5,34,34,4.4,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Monroe County, Tennessee",47123,0,0,0,0,None,None,48410,14820,2054,30.61,4.24,20801,2170,42.97,4.48,12789,1890,26.42,3.9,No,75.63,51.11,87.36,74.73,37.89,89.46,-888888888,-888888888,-888888888,49154,47054,-555555555,21555,47,19283,375,89.5,1.7,13927,603,72.2,2.7,5356,517,27.8,2.7,73.7,0.8,1516,317,7.9,1.7,264,101,1.4,0.5,2835,432,14.7,2.3,15.1,2.2,9720,43,20.7,0.1,10242,121,21.8,0.3,10206,836,21.9,1.8,800,387,1.8,0.9,33900,46250,18746,862,1646646990,73.3,4.6,72.75,2,58980,6049,7706,1358,16,2.8,48019,4.7,941,19817,3.4,666,19677,3.3,645,19519,3.1,601,19668,3.3,645,19507,4.4,858,19400,4.6,886,19336,4.4,861,19555,4.3,825,19402,4.2,827,19478,4.3,850,19752,5,995,19947,4.4,869,19891,3.7,735,19798,3.5,703,19815,3.1,615,20040,3.6,716,20009,4.4,884,19886,0,1,-1,-1,0,1,1,1,-1,1,1,-1,1,1,-1,1154,33530,2024-09-29 00:30:00+00:00,2024-09-29 00:30:00+00:00,3.4,34,34,6.1,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Montgomery County, Tennessee",47125,0,0,0,0,None,None,237610,92596,8724,38.97,3.67,103045,8869,43.37,3.73,41969,6933,17.66,2.92,No,16.39,7.73,38.2,8.42,4.21,26.31,-888888888,-888888888,-888888888,246025,227957,-555555555,90226,124,84321,659,93.5,0.7,53073,1315,62.9,1.5,31248,1290,37.1,1.5,57.8,0.1,4532,653,5.4,0.8,2123,438,2.5,0.5,7954,738,9.4,0.9,10.5,0.9,61230,54,26.9,0.1,22269,80,9.8,0.1,31924,1586,14.9,0.7,6489,918,3.1,0.4,39024,220069,79841,3673,1396441773,17.7,4.6,408.16,1,74701,3994,29603,3490,12.6,1.5,234499,3.4,3455,100961,3.2,3283,101565,3.3,3372,102686,2.9,2995,102234,3.2,3237,102352,4.1,4253,103558,4.1,4215,103549,3.9,4028,103373,3.7,3874,103667,3.7,3878,104151,3.8,3953,103992,3.7,3848,103997,3.9,4052,104031,3.5,3680,104220,3.4,3604,105356,3,3173,106031,3.4,3656,106222,4.3,4632,106493,1,-1,1,1,0,0,-1,0,0,-1,-1,1,-1,1,-1,204,105944,2024-09-28 05:00:00+00:00,2024-09-28 05:00:00+00:00,0.2,-888888888,-888888888,4.6,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Moore County, Tennessee",47127,0,0,0,0,None,None,6748,2008,600,29.76,8.89,3100,630,45.94,9.34,1640,545,24.3,8.08,No,63.75,12.69,91.82,50.52,7.37,94.73,-888888888,-888888888,-888888888,6773,6611,-555555555,2996,15,2638,131,88.1,4.3,2171,168,82.3,5.7,467,156,17.7,5.7,69,2.2,124,81,4.7,3.1,70,54,2.7,2,236,90,8.9,3.4,9.2,3.4,1284,37,19.4,0.6,1416,30,21.4,0.5,1046,208,16,3.2,7,9,0.1,0.1,6454,6461,2590,107,334684850,99.9,4.1,50,2,66435,7945,662,152,9.9,2.3,6678,3.3,90,2759,2.9,82,2859,3.1,89,2900,2.8,82,2896,3,86,2879,4.2,124,2923,4.1,118,2875,3.6,102,2827,3.5,101,2861,3.6,103,2875,3.7,105,2875,3.4,98,2869,3.7,103,2781,3.4,97,2865,3.3,95,2879,2.7,79,2898,3.2,93,2906,3.9,112,2876,0,1,-1,0,0,0,1,0,0,0,-1,-1,1,0,-1,45,3710,2024-09-27 14:45:00+00:00,2024-09-27 14:45:00+00:00,1.2,-888888888,-888888888,2.5,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Morgan County, Tennessee",47129,0,0,0,0,None,None,19828,7273,1112,36.68,5.61,8115,1162,40.93,5.86,4440,992,22.39,5,No,49.41,18.61,77.6,29.47,10.53,75.78,-888888888,-888888888,-888888888,21954,21193,-555555555,8550,38,7188,259,84.1,3,6060,264,84.3,3.1,1128,237,15.7,3.1,61.2,1.2,684,196,9.5,2.8,197,98,2.7,1.4,1188,216,16.5,3,16.8,2.9,4039,87,19.1,0.4,4007,82,18.9,0.4,4164,490,21.8,2.6,62,49,0.3,0.2,21035,21035,7457,352,1352439680,100,4.7,40.28,3,55668,6809,3191,674,16.2,3.4,19675,4.3,335,7848,3.6,281,7897,3.6,282,7926,3.3,261,7956,3.5,275,7929,4.6,373,8022,4.8,383,8043,4.3,344,7933,4.1,325,7989,4.1,327,8044,4.2,334,8045,4,318,8026,4.4,353,8019,3.9,311,8038,3.8,310,8110,3.3,268,8141,3.8,305,8131,4.6,374,8155,-1,1,-1,0,0,0,-1,1,0,1,1,-1,1,1,-1,484,10095,2024-09-27 12:45:00+00:00,2024-09-27 12:45:00+00:00,4.8,34,34,4.1,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Obion County, Tennessee",47131,0,0,0,0,None,None,30327,9599,1404,31.65,4.63,13058,1501,43.06,4.95,7670,1330,25.29,4.39,No,69.9,40.42,85.61,65.26,27.37,87.36,-888888888,-888888888,-888888888,30261,30570,-555555555,14343,65,12516,278,87.3,2,8402,342,67.1,2.5,4114,334,32.9,2.5,73.9,0.8,761,140,6.1,1.1,150,62,1.2,0.5,1791,269,14.3,2.1,14.7,2.1,6728,38,22,0.1,6261,77,20.5,0.3,6586,556,21.8,1.8,329,123,1.1,0.4,18259,30787,12928,493,1411149170,59.3,3.8,56.51,2,54428,6730,5791,820,19.3,2.7,30077,3.6,484,13383,3.3,440,13350,3.2,434,13382,3,406,13490,3.1,416,13512,4.2,570,13524,4.9,673,13710,3.8,516,13440,3.7,497,13494,4.4,599,13598,3.8,520,13542,3.7,502,13636,4,545,13719,3.5,479,13612,3.4,458,13656,3,413,13819,3.3,453,13811,4.1,564,13782,-1,0,0,0,0,1,1,0,-1,1,0,-1,1,1,-1,212,17807,2024-09-27 21:45:00+00:00,2024-09-27 21:45:00+00:00,1.2,-888888888,-888888888,2.7,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Overton County, Tennessee",47133,0,0,0,0,None,None,23246,7770,1217,33.43,5.24,10359,1275,44.56,5.48,5117,1098,22.01,4.72,No,46.54,18.03,74.96,26.31,10.53,71.57,-888888888,-888888888,-888888888,23551,22807,-555555555,10368,47,8992,275,86.7,2.6,6970,341,77.5,3,2022,277,22.5,3,70,1.1,464,158,5.2,1.8,77,51,0.9,0.6,973,196,10.8,2.1,11.1,2.1,4789,42,21,0.2,4600,72,20.2,0.3,4111,534,18.2,2.4,116,61,0.5,0.3,22511,22511,9147,367,1122727661,100,4,51.93,3,52236,5208,3299,687,14.3,3,23104,3.7,389,10376,3.6,375,10446,3.4,356,10482,2.8,290,10436,2.9,307,10420,4,422,10494,3.8,401,10456,3.5,370,10441,3.3,347,10535,3.4,359,10618,3.4,363,10566,3.3,353,10633,4.1,443,10715,3.6,388,10682,3.4,365,10681,2.8,298,10797,3.2,344,10726,4.1,436,10697,-1,1,-1,0,0,0,1,0,-1,0,0,-1,1,1,-1,1026,13343,2024-09-27 18:30:00+00:00,2024-09-27 18:30:00+00:00,7.7,34,34,3.4,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Perry County, Tennessee",47135,0,0,0,0,None,None,8835,2732,623,30.92,7.05,3435,654,38.88,7.4,2668,569,30.2,6.44,No,89.32,59.15,96.75,93.67,48.42,98.94,-888888888,-888888888,-888888888,8987,8561,-555555555,4830,25,3040,246,62.9,5.1,2281,206,75,5.2,759,186,25,5.2,80.5,3.6,129,65,4.2,2.1,67,39,2.2,1.2,481,149,15.8,4.8,16,4.8,1925,30,22.5,0.3,1894,98,22.1,1.1,1638,273,19.5,3.2,46,61,0.6,0.8,8366,8366,3413,115,1074235994,100,3.4,20.17,3,50014,6149,1521,321,17.5,3.7,8714,5.9,154,2607,4.6,116,2532,4.5,117,2607,4.5,116,2580,4.5,116,2552,6.1,161,2618,6.2,161,2584,5.5,143,2617,5,130,2616,5.3,138,2591,5.4,143,2624,5.3,139,2610,7.5,200,2654,4.8,131,2702,4.5,122,2694,4,109,2712,4.8,131,2711,6.2,170,2731,-1,1,-1,0,0,1,1,0,0,0,0,0,1,1,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,2.7,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Pickett County, Tennessee",47137,0,0,0,0,None,None,5128,1457,436,28.41,8.5,2227,468,43.43,9.13,1444,422,28.16,8.23,No,83.15,34.22,96.56,85.25,22.1,98.94,-888888888,-888888888,-888888888,5108,5062,-555555555,3362,14,2106,154,62.6,4.6,1734,152,82.3,5,372,114,17.7,5,83.1,1.9,224,95,10.6,4.5,28,32,1.3,1.5,454,144,21.6,6.5,21.6,6.5,883,7,17.4,0.1,1414,29,27.9,0.6,1347,201,27,4,0,19,0,0.9,5001,5001,2192,57,422090560,100,2.6,30.69,3,46177,4972,842,170,16.6,3.4,5058,6,97,1622,5.6,93,1656,4.8,81,1674,3.7,62,1658,4.5,76,1693,5.5,95,1717,5.5,93,1700,4.7,81,1714,4.4,76,1718,4.5,75,1684,5,84,1679,5.1,85,1682,7,119,1707,6.3,107,1711,5.6,95,1710,4,70,1736,4.5,78,1745,5.7,100,1748,-1,1,-1,0,0,0,1,1,0,1,1,-1,1,1,-1,438,4096,2024-09-29 15:15:00+00:00,2024-09-29 15:15:00+00:00,10.7,34,34,3.6,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Polk County, Tennessee",47139,0,0,0,0,None,None,17898,5187,991,28.98,5.54,7631,1037,42.64,5.79,5080,893,28.38,4.99,No,84.02,57.15,93.37,86.31,45.26,95.78,-888888888,-888888888,-888888888,18338,17702,-555555555,8856,28,7144,260,80.7,2.9,6011,277,84.1,3,1133,222,15.9,3,66.3,1.1,347,107,4.9,1.5,55,37,0.8,0.5,963,197,13.5,2.8,13.8,2.8,3393,39,19.2,0.2,3665,61,20.7,0.3,3616,386,20.7,2.2,50,37,0.3,0.2,17544,17544,7160,333,1125622665,100,4.7,40.37,3,57045,6522,2672,546,15,3.1,17785,3.7,272,7350,3.3,240,7351,3.6,266,7378,2.9,212,7373,3.3,238,7310,4.3,319,7389,4.3,321,7403,4.1,294,7257,3.9,283,7331,4.1,305,7373,4,295,7398,4,299,7398,4.1,303,7362,3.6,263,7369,3.5,260,7421,3.1,229,7462,3.5,263,7440,4.4,328,7475,-1,1,-1,-1,0,1,1,0,-1,0,0,-1,1,1,-1,325,10567,2024-09-27 17:00:00+00:00,2024-09-27 17:00:00+00:00,3.1,34,34,5.6,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Putnam County, Tennessee",47141,0,0,0,0,None,None,80781,27703,3419,34.29,4.23,35970,3522,44.53,4.36,17108,2892,21.18,3.58,No,40.76,19.72,65.17,25.26,11.58,56.84,-888888888,-888888888,-888888888,84894,81366,-555555555,35991,53,33057,540,91.8,1.5,20058,748,60.7,2.3,12999,840,39.3,2.3,59.6,0.6,1471,291,4.4,0.9,769,219,2.3,0.7,2850,410,8.6,1.2,9.7,1.3,17040,40,20.9,0.1,13333,197,16.4,0.2,10207,791,12.7,1,1925,423,2.5,0.5,30765,79854,32125,1098,1038860592,38.5,3.4,199.08,1,57896,5889,13884,1892,17.3,2.4,80221,3.4,1271,37405,3.1,1163,37664,3,1133,37872,2.6,999,37748,3,1115,37414,3.9,1485,37747,3.7,1370,36862,3.7,1383,37313,3.5,1311,37716,3.4,1300,37845,3.6,1346,37787,3.4,1289,37828,3.6,1376,37769,3.1,1159,37796,3.1,1182,38049,2.8,1068,38262,3.4,1275,37892,4.4,1669,37806,1,-1,1,0,0,0,-1,0,0,-1,-1,-1,-1,0,-1,2280,51141,2024-09-27 18:45:00+00:00,2024-09-27 18:45:00+00:00,4.5,34,34,3.9,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
